T	passed	raw_angle	angle	odomc_left_front	odomc_right_front	odomc_left_back	odomc_right_back	votol_front	votol_back	x	y	yaw	left_pole_detection	right_pole_detection	front_pole_detection	kerbs_coordinates	left_fc	right_fc	front_fc
33.4	32.2	7	0.011610000394284725	998	992	1010	998	0	0	32.02967964309852	-1.2895967583170247	0.02995067053876357	[]	[]	[]		0	866	865
33.5	32.4	-19	-0.03150000050663948	1001	996	1014	1001	0	0	32.19126746123591	-1.2944356982815008	0.02995067053876357	[]	[]	[]		0	868	868
33.6	32.5	0	0.0	1007	1001	1019	1007	0	0	32.307969774335135	-1.297930488255845	0.02995067053876357	[]	[]	[]		0	872	871
33.7	32.7	20	0.033160001039505005	1011	1004	1022	1011	0	0	32.469557592472526	-1.302769428220321	0.02995067053876357	[]	[]	[]		0	874	874
33.8	32.9	-15	-0.024870000779628754	1017	1011	1029	1016	0	0	32.649099612625186	-1.3081460281808501	0.02995067053876357	[]	[]	[]		0	878	877
33.9	33.0	-10	-0.016580000519752502	1020	1015	1033	1020	0	0	32.78375612773968	-1.3121784781512469	0.02995067053876357	[]	[]	[]		0	880	880
34.0	33.2	16	0.02652999944984913	1028	1021	1039	1028	0	0	32.9543210468847	-1.3172862481137495	0.02995067053876357	[]	[]	[]		0	884	883
34.2	33.4	-4	-0.006630000192672014	1031	1025	1043	1031	0	0	33.10693176401446	-1.3218563580801992	0.02995067053876357	[]	[]	[]		0	886	886
34.3	33.6	-11	-0.018239999189972878	1036	1031	1049	1036	0	0	33.30442798618238	-1.3277706180367812	0.02995067053876357	[]	[]	[]		0	890	889
34.4	33.7	7	0.011610000394284725	1040	1034	1052	1040	0	0	33.430107400289245	-1.3315342380091517	0.02995067053876357	[]	[]	[]		0	892	892
34.5	33.9	3	0.004970000125467777	1047	1041	1059	1047	0	0	33.60067231943427	-1.3366420079716543	0.02995067053876357	[]	[]	[]		0	896	895
34.6	34.1	-12	-0.019899999722838402	1051	1045	1063	1050	0	0	33.76226013757166	-1.3414809479361305	0.02995067053876357	[]	[]	[]		0	898	898
34.7	34.2	0	0.0	1058	1052	1070	1058	0	0	33.90589375369378	-1.3457822279045537	0.02995067053876357	[]	[]	[]		0	902	901
34.8	34.3	11	0.018239999189972878	1062	1055	1074	1062	0	0	34.049527369815905	-1.350083507872977	0.02995067053876357	[]	[]	[]		0	904	904
34.9	34.5	8	0.013260000385344028	1068	1061	1079	1067	0	0	34.229069389968565	-1.355460107833506	0.02995067053876357	[]	[]	[]		0	907	907
35.1	34.6	-2	-0.0033199999015778303	1073	1066	1085	1072	0	0	34.37270300609069	-1.3597613878019292	0.02995067053876357	[]	[]	[]		0	910	910
35.2	34.8	-12	-0.019899999722838402	1078	1072	1091	1078	0	0	34.53429082422808	-1.3646003277664054	0.02995067053876357	[]	[]	[]		0	914	913
35.3	35.0	-12	-0.019899999722838402	1082	1076	1095	1082	0	0	34.7048557433731	-1.369708097728908	0.02995067053876357	[]	[]	[]		0	916	916
35.4	35.2	-4	-0.006630000192672014	1090	1084	1102	1087	0	0	34.91132906654866	-1.3758911876835165	0.02995067053876357	[]	[]	[]		0	919	919
35.5	35.4	-1	-0.0016599999507889152	1093	1087	1106	1091	0	0	35.07291688468605	-1.3807301276479926	0.02995067053876357	[]	[]	[]		0	922	922
35.6	35.5	0	0.0	1099	1093	1111	1097	0	0	35.216550500808175	-1.3850314076164159	0.02995067053876357	[]	[]	[]		0	925	925
35.7	35.6	0	0.0	1105	1099	1117	1103	0	0	35.3601841169303	-1.389332687584839	0.02995067053876357	[]	[]	[]		0	928	928
35.8	35.8	0	0.0	1108	1104	1123	1109	0	0	35.55768033909822	-1.395246947541421	0.02995067053876357	[]	[ [ 35.546875,256.0,69.15625,438.0,0.703125,0.0 ] ]	[]		0	932	932
35.9	36.0	0	0.0	1113	1108	1127	1113	0	0	35.71029105622798	-1.3998170575078708	0.02995067053876357	[]	[ [ 68.640625,258.75,112.71875,466.0,0.4580078125,0.0 ] ]	[]		0	935	934
36.0	36.2	0	0.0	1119	1115	1133	1119	0	0	35.880855975373	-1.4049248274703734	0.02995067053876357	[]	[ [ 135.75,259.9375,101.5,468.125,0.728515625,0.0 ] ]	[]		0	938	937
36.2	36.4	0	0.0	1123	1117	1138	1124	0	0	36.051420894518024	-1.410032597432876	0.02995067053876357	[]	[ [ 199.125,258.4375,105.25,465.125,0.65380859375,0.0 ]  [ 117.25,260.4375,128.5,449.125,0.5107421875,0.0 ] ]	[]		0	940	940
36.3	36.6	0	0.0	1128	1122	1143	1129	0	0	36.204031611647785	-1.4146027073993257	0.02995067053876357	[]	[ [ 238.25,262.75,113.5,459.5,0.7734375,0.0 ] ]	[]		0	943	943
36.4	36.8	0	0.0	1133	1127	1148	1134	0	0	36.428459136838605	-1.421323457349987	0.02995067053876357	[]	[ [ 305.5,267.0,127.0,472.0,0.61767578125,0.0 ] ]	[]		0	946	945
36.5	36.9	0	0.0	1138	1129	1152	1138	0	0	36.57209275296073	-1.4256247373184103	0.02995067053876357	[]	[ [ 361.5,264.75,119.5,467.5,0.609375,0.0 ] ]	[]		0	948	948
36.6	37.1	0	0.0	1143	1134	1157	1143	0	0	36.73368057109812	-1.4304636772828865	0.02995067053876357	[]	[ [ 424.0,265.4375,121.5,474.125,0.49609375,0.0 ] ]	[]		0	951	950
36.7	37.2	0	0.0	1148	1138	1163	1148	0	0	36.86833708621261	-1.4344961272532832	0.02995067053876357	[]	[ [ 421.25,272.5,143.0,488.0,0.607421875,0.0 ] ]	[]		0	954	953
36.8	37.4	0	0.0	1153	1142	1168	1154	0	0	37.04787910636527	-1.4398727272138123	0.02995067053876357	[]	[ [ 487.125,274.5625,141.75,490.875,0.59716796875,0.0 ] ]	[]		0	957	956
36.9	37.6	0	0.0	1158	1147	1172	1158	0	0	37.25435242954083	-1.4460558171684208	0.02995067053876357	[]	[ [ 554.5,275.5625,139.0,493.875,0.57470703125,0.0 ]  [ 584.0,274.875,132.0,472.25,0.490234375,0.0 ] ]	[]		0	959	959
37.1	38.0	-1	-0.0016599999507889152	1168	1157	1183	1169	0	0	37.61343646984615	-1.456809017089479	0.02995067053876357	[]	[ [ 679.0,271.25,111.0,496.5,0.5439453125,0.0 ] ]	[]		0	965	965
37.2	38.1	-2	-0.0033199999015778303	1173	1162	1188	1174	0	0	37.74809298496064	-1.4608414670598757	0.02995067053876357	[]	[ [ 743.0,271.1875,102.0,493.625,0.70654296875,0.0 ] ]	[]		0	968	968
37.3	38.3	-2	-0.0033199999015778303	1177	1166	1192	1178	0	0	37.9276350051133	-1.4662180670204048	0.02995067053876357	[]	[ [ 807.0,270.5625,89.0,493.875,0.7138671875,0.0 ] ]	[]		0	971	971
37.4	38.5	-2	-0.0033199999015778303	1182	1171	1197	1183	0	0	38.12513122728122	-1.4721323269769868	0.02995067053876357	[]	[ [ 848.0,277.3125,89.0,499.375,0.65771484375,0.0 ] ]	[]		0	974	974
37.5	38.7	-2	-0.0033199999015778303	1187	1176	1202	1188	0	0	38.295696146426245	-1.4772400969394894	0.02995067053876357	[]	[ [ 916.5,273.5625,82.0,496.875,0.5927734375,0.0 ] ]	[]		0	977	976
37.6	38.8	-2	-0.0033199999015778303	1193	1181	1207	1193	0	0	38.43035266154074	-1.4812725469098862	0.02995067053876357	[]	[ [ 983.75,273.6875,88.5,505.625,0.59375,0.0 ] ]	[]		0	979	979
37.7	39.0	-2	-0.0033199999015778303	1198	1186	1212	1198	0	0	38.6098946816934	-1.4866491468704153	0.02995067053876357	[]	[ [ 1047.75,272.4375,92.5,504.125,0.62890625,0.0 ] ]	[]		0	982	981
37.8	39.2	-2	-0.0033199999015778303	1202	1190	1217	1203	0	0	38.79841380285369	-1.4922945768289708	0.02995067053876357	[]	[ [ 1108.0,271.9375,96.0,494.125,0.669921875,0.0 ] ]	[]		0	984	984
38.0	39.6	-1	-0.0016599999507889152	1213	1201	1228	1214	0	0	39.16647494416664	-1.5033166067480555	0.02995067053876357	[]	[ [ 1210.0,271.3125,116.0,504.375,0.57666015625,0.0 ] ]	[]		0	990	989
38.1	39.8	-1	-0.0016599999507889152	1219	1206	1234	1220	0	0	39.3460169643193	-1.5086932067085845	0.02995067053876357	[]	[]	[]		0	993	993
38.2	40.0	-1	-0.0016599999507889152	1223	1211	1238	1224	0	0	39.52555898447196	-1.5140698066691136	0.02995067053876357	[]	[ [ 1363.0,269.5,138.0,486.0,0.60009765625,0.0 ] ]	[]		0	996	995
38.3	40.1	-1	-0.0016599999507889152	1230	1218	1245	1231	0	0	39.66919260059408	-1.5183710866375368	0.02995067053876357	[]	[ [ 1454.0,264.0,130.0,473.5,0.4951171875,0.0 ] ]	[]		0	999	999
38.4	40.2	0	0.0	1234	1222	1249	1235	0	0	39.8128262167162	-1.52267236660596	0.02995067053876357	[]	[ [ 1496.0,269.125,146.0,489.75,0.5,0.0 ] ]	[]		0	1002	1001
38.6	40.4	-1	-0.0016599999507889152	1240	1228	1255	1241	0	0	39.99236823686886	-1.5280489665664891	0.02995067053876357	[]	[ [ 1585.0,266.6875,134.0,469.625,0.55908203125,0.0 ] ]	[]		0	1005	1005
38.7	40.6	-1	-0.0016599999507889152	1246	1233	1260	1246	0	0	40.153956055006255	-1.5328879065309653	0.02995067053876357	[]	[ [ 1638.0,267.5625,118.0,466.875,0.548828125,0.0 ] ]	[]		0	1008	1007
38.8	40.8	-2	-0.0033199999015778303	1251	1239	1266	1252	0	0	40.315543873143646	-1.5377268464954414	0.02995067053876357	[]	[ [ 1722.0,263.8125,134.0,471.375,0.552734375,0.0 ] ]	[]		0	1011	1011
38.9	41.0	-2	-0.0033199999015778303	1256	1243	1271	1256	0	0	40.504062994303936	-1.543372276453997	0.02995067053876357	[]	[ [ 1769.0,261.25,124.0,453.0,0.59912109375,0.0 ] ]	[]		0	1014	1013
39.0	41.2	-2	-0.0033199999015778303	1263	1250	1278	1262	0	0	40.683605014456596	-1.548748876414526	0.02995067053876357	[]	[ [ 1773.0,264.4375,100.0,485.125,0.7099609375,0.0 ]  [ 1859.0,265.5,132.0,458.0,0.66357421875,0.0 ] ]	[]		0	1017	1017
39.1	41.4	-2	-0.0033199999015778303	1267	1254	1282	1266	0	0	40.863147034609256	-1.5541254763750552	0.02995067053876357	[]	[ [ 1838.0,268.0625,102.0,478.875,0.8203125,0.0 ] ]	[]		0	1020	1019
39.2	41.5	-2	-0.0033199999015778303	1273	1260	1288	1272	0	0	41.00678065073138	-1.5584267563434784	0.02995067053876357	[]	[]	[]		0	1024	1023
39.3	41.7	-2	-0.0033199999015778303	1278	1266	1294	1277	0	0	41.15939136786114	-1.562996866309928	0.02995067053876357	[]	[]	[]		0	1026	1025
39.5	41.9	-1	-0.0016599999507889152	1284	1272	1300	1283	0	0	41.40177309506723	-1.5702552762566424	0.02995067053876357	[]	[]	[]		0	1029	1029
39.6	42.0	-1	-0.0016599999507889152	1289	1274	1304	1288	0	0	41.54540671118935	-1.5745565562250656	0.02995067053876357	[]	[]	[]		0	1032	1031
39.7	42.2	-1	-0.0016599999507889152	1295	1280	1310	1294	0	0	41.70699452932674	-1.5793954961895418	0.02995067053876357	[]	[]	[]		0	1035	1034
39.8	42.4	-1	-0.0016599999507889152	1299	1284	1314	1298	0	0	41.8865365494794	-1.5847720961500709	0.02995067053876357	[]	[]	[]		0	1037	1037
39.9	42.5	-1	-0.0016599999507889152	1304	1289	1319	1303	0	0	42.030170165601525	-1.589073376118494	0.02995067053876357	[]	[]	[]		0	1040	1039
40.0	42.7	-2	-0.0033199999015778303	1309	1294	1324	1308	0	0	42.245620589784714	-1.595525296071129	0.02995067053876357	[]	[]	[]		0	1042	1042
40.1	42.8	-2	-0.0033199999015778303	1313	1298	1328	1312	0	0	42.38925420590684	-1.5998265760395523	0.02995067053876357	[]	[]	[]		0	1045	1045
40.2	43.0	-2	-0.0033199999015778303	1318	1303	1333	1317	0	0	42.5687962260595	-1.6052031760000813	0.02995067053876357	[]	[]	[]		0	1048	1048
40.3	43.1	-2	-0.0033199999015778303	1324	1309	1339	1323	0	0	42.71242984218162	-1.6095044559685046	0.02995067053876357	[]	[]	[]		0	1050	1050
40.5	43.5	-1	-0.0016599999507889152	1333	1317	1348	1330	0	0	43.07151388248694	-1.6202576558895627	0.02995067053876357	[]	[]	[]		0	1056	1055
40.6	43.7	-1	-0.0016599999507889152	1340	1325	1355	1338	0	0	43.26003300364723	-1.6259030858481183	0.02995067053876357	[]	[]	[]		0	1059	1059
40.7	43.9	-1	-0.0016599999507889152	1344	1329	1359	1342	0	0	43.43957502379989	-1.6312796858086474	0.02995067053876357	[]	[]	[]		0	1062	1061
40.8	44.0	-1	-0.0016599999507889152	1350	1335	1365	1347	0	0	43.58320863992201	-1.6355809657770706	0.02995067053876357	[]	[]	[]		0	1065	1065
40.9	44.1	-1	-0.0016599999507889152	1354	1338	1369	1352	0	0	43.72684225604414	-1.6398822457454938	0.02995067053876357	[]	[]	[]		0	1068	1067
41.0	44.3	-1	-0.0016599999507889152	1361	1346	1377	1359	0	0	43.96024688224259	-1.6468718256941817	0.02995067053876357	[]	[]	[]		0	1071	1071
41.1	44.4	-1	-0.0016599999507889152	1365	1350	1381	1363	0	0	44.10388049836472	-1.651173105662605	0.02995067053876357	[]	[]	[]		0	1074	1073
41.3	44.6	-1	-0.0016599999507889152	1371	1354	1386	1369	0	0	44.30137672053264	-1.657087365619187	0.02995067053876357	[]	[]	[]		0	1077	1077
41.4	44.6	-1	-0.0016599999507889152	1371	1354	1386	1369	0	0	44.33728512456317	-1.6581626856112928	0.02995067053876357	[]	[]	[]		0	1080	1079
41.5	44.6	-1	-0.0016599999507889152	1370	1354	1386	1369	0	0	44.33728512456317	-1.6581626856112928	0.02995067053876357	[]	[]	[]		0	1083	1083
41.6	44.6	0	0.0	1370	1354	1386	1369	0	0	44.328308023555536	-1.6578938556132663	0.02995067053876357	[]	[]	[]		0	1086	1086
41.7	44.6	0	0.0	1370	1354	1386	1369	0	0	44.328308023555536	-1.6578938556132663	0.02995067053876357	[]	[]	[]		0	1089	1089
41.8	44.6	0	0.0	1370	1354	1386	1369	0	0	44.328308023555536	-1.6578938556132663	0.02995067053876357	[]	[]	[]		0	1092	1091
41.9	44.6	0	0.0	1370	1354	1385	1369	0	0	44.328308023555536	-1.6578938556132663	0.02995067053876357	[]	[]	[]		0	1095	1095
42.0	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1098	1097
42.2	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1101	1101
42.3	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1104	1103
42.4	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1107	1107
42.5	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1110	1109
42.6	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1113	1113
42.7	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1116	1115
42.8	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1119	1119
42.9	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1122	1121
43.1	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1125	1125
43.2	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1128	1127
43.3	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1131	1131
43.4	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1134	1133
43.5	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1137	1137
43.6	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1140	1139
43.7	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1143	1143
43.8	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1146	1145
44.0	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1149	1149
44.1	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1152	1151
44.2	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1155	1155
44.3	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1158	1157
44.4	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1161	1161
44.5	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1164	1163
44.6	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1167	1167
44.7	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1169	1169
44.8	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1173	1173
44.9	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1176	1175
45.0	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1179	1178
45.1	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1181	1181
45.2	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1184	1184
45.3	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1187	1186
45.4	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1189	1189
45.6	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1192	1191
45.7	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1195	1194
45.8	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1198	1197
45.9	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1200	1200
46.1	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1206	1205
46.2	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1209	1209
46.3	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1212	1211
46.4	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1215	1215
46.5	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1218	1217
46.6	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1221	1221
46.7	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1224	1223
46.9	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1227	1227
47.0	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1230	1229
47.1	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1233	1233
47.2	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1236	1236
47.3	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1239	1239
47.4	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1242	1241
47.5	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1245	1245
47.6	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1248	1247
47.7	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1251	1251
47.8	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1254	1253
48.0	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1257	1257
48.1	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1260	1259
48.2	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1263	1263
48.3	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1266	1265
48.4	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1269	1269
48.5	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1272	1271
48.6	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1275	1275
48.7	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1278	1277
48.9	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1281	1281
49.0	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1284	1283
49.1	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1288	1287
49.2	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1291	1290
49.3	44.6	0	0.0	1370	1354	1385	1369	0	0	44.319330922547906	-1.6576250256152398	0.02995067053876357	[]	[]	[]		0	1294	1294
